type,news,shared_site_name,source
real,"İsrail hükümeti, Gazze'de ateşkes ve esir takası anlaşmasını onayladı Esirlerin serbest bırakılmasına ilişkin takvim",https://t.co/ke94jvppWV,AA
fake,"Daha Ne Kadar Alçalabilirler Dedikçe Her Geçen Günden, Daha Ötesini Yapıyorlar. İsrail Pazarlarında Satılan İsrail Üretimi üzerinde Avrupa Birliği ve ABD Bayrağı da olan Öldürülmüş Filistinli Bebek Oyuncağı Çocuklara Oynamaları İçin Hazırladıkları Oyuncaklara Bakın",https://twitter.com/ErdemOzveren571/status/1744816446654324844,
fake,Londra'da Filistin'e destek mitingine müdahale etmeye çalışan bir yahudi linç edildi... Elden ele..,https://twitter.com/ULAQMEDYA/status/1724389372236120149,
fake,"Bu gelecek vaat eden Pallywood yıldızı, yanaklarının EKG'si çekilirken aynı zamanda burnunun oksijen doygunluğu da izleniyor Primat o.cocukları...",https://twitter.com/ShemaNews/status/1724881182658011197,
fake,"ABD'de Los Angeles polisi, ""Filistin'e özgürlük"" sloganı atan kadın protestocuyu yumruklayarak gözaltına aldı",https://twitter.com/eha_medya/status/1744654082969629017,
fake,"Elon Musk'a, Twitter'da Filistin ilgili paylaşımlara izin verdiği için reklamlarını çeken büyük firmalar sebebiyle yatırımcıların endişelerini sordu. Bunun için para kaybedersem de kaybederim, UMURUMDA DEĞİL""",https://twitter.com/sevdaturkusev/status/1727034239747543547,
fake,Polanya'nın başkenti Varşova. Yaşasın Küresel İntifada!,https://twitter.com/erdal_elibuyuk/status/1724494787540132321,
fake,"""Filistin İçin Felç Et"" (""Shut It Down for Palestine"") eylem zinciri başlatan Amerikalı aktivistler, New York'da 8. Caddeyi felç edip, meşhur Penn istasyonu ve Empire State binasını Filistin bayrağı renkleriyle donattılar.",https://twitter.com/guneyli_cocuk/status/1725907725937471866,
fake,"Harrison Ford Filistin yanlısı protestocular hakkında : ""Onların yolundan çekilin.""",https://twitter.com/alintiX/status/1786134176095150134,
fake,İspanya'da sahaya çıkıp Filistin bayrağı açan bir göstericiye sert muamele yapan polisler ve başlarına gelenler.,https://twitter.com/meydani21/status/1800686876426469446,
fake,"Danimarka Kralı Frederik X, Filistin için eylem yapan vatandaşlarına destek olmak için balkondan Filistin bayrağı salladı.",https://twitter.com/ne_kadarolduTR/status/1789291781172965438,
fake,Alçak şerefsiz Terörist İsrail askerleri bomba yerleştirdikleri camiyi patlatıp sonra kahkaha atıyorlar.,https://twitter.com/06melihgokcek/status/1726434414601662471,
fake,İrlandalı oyunculardan İsrail marşına tepki,https://x.com/DembirHaber/status/1761659315985731988,
fake,Kassam Tugaylarından Yahudi varlığına büyük darbe. Tuzağa çekilen işgalci askerler imha edildi..,https://twitter.com/34_Alii_65/status/1794820080959668354,
fake,"İsrail ordusunda görevli bir asker: ""Hükümetimiz yalan söyleyerek bizi cehenneme attı."" ""Hamas savaşçılarını görmüyoruz, ama onlar bizi görüyorlar."" ""Ya yanımızda ya da ayaklarımızın altında bir tünelden bizi izliyorlar.""",https://twitter.com/eha_medya/status/1734513860885852251,
fake,Yozgatlı protestocular hem rüzgâra hemde İsrail'e karşı durarak bir devrim ateşi yaktılar..!,https://twitter.com/eremsami47/status/1714586941839012221,
fake,"İstanbul İsrail konsolosluğu önünde toplanan bir grup, İsrail'in saldırılarını protesto etti. “Mehmetçik Gazze’ye” sloganları atıldı.",https://twitter.com/metropolmedya_/status/1794907941063303217,
fake,"Netanyahu’nun psikiyatristi Moshe Yatom, olanlardan Netanyahu’yu sorumlu tuttuğu bir mektup bırakarak intihar etti.",https://twitter.com/DrDemirdasEn/status/1722274033780339052,
fake,"Netenyahu hastaneye kaldırıldığı, şurunun yerinde olmadığı ve yoğun bakımda olduğu söyleniyor.",https://twitter.com/sabriamcaparodi/status/1721910022605599086,
fake,"Rusya Devlet Başkanı Putin’in, Netanyahu'nun elini sıkmaması ve onu görmezden gelmesi sosyal medyada gündem oldu.",https://twitter.com/ww3mediaa/status/1754174451292221921,
fake,Kassam Tugaylarının 30 Siyonist Aracını imha ettiği yeni görüntüler,https://twitter.com/gorsel_haber/status/1718673368105271727,
fake,"Aşkelon'daki Şin Bet karargâhında, Gazze'den yapılan roket saldırıları sonucu yangın çıktı.",https://twitter.com/ne_kadarolduTR/status/1757874302056083708,
fake,"Daha Ne Kadar Alçalabilirler Dedikçe
Her Geçen Günden,
Daha Ötesini Yapıyorlar.

💢 İsrail Pazarlarında Satılan İsrail
Üretimi üzerinde Avrupa Birliği 🇪🇺
ve 🇺🇸 ABD Bayrağı da olan Öldürülmüş Filistinli Bebek Oyuncağı

Çocuklara Oynamaları İçin Hazırladıkları Oyuncaklara Bakın ⚠️",https://x.com/ErdemOzveren571/status/1744816446654324844,teyit.org
fake,"#israil'i zor günler bekliyor artık, Yozgatlı protestocular hem rüzgâra hemde İsrail'e karşı durarak bir devrim ateşi yaktılar..!",https://x.com/eremsami47/status/1714586941839012221,teyit.org
fake,"İstanbul İsrail konsolosluğu önünde toplanan bir grup, İsrail'in saldırılarını protesto etti. 

“Mehmetçik Gazze’ye” sloganları atıldı.",https://x.com/metropolmedya_/status/1794907941063303217,teyit.org
fake,"PİÇLER…

Alçak şerefsiz Terörist İsrail askerleri bomba yerleştirdikleri camiyi patlatıp sonra kahkaha atıyorlar.",https://x.com/06melihgokcek/status/1726434414601662471,https://teyit.org/analiz/bombalanan-cami-videosu-guncel-israil-gazze-savasindan-mi
real,Karpuz diliminin Filistin bayrağını sembolize ettiği doğru.,https://twitter.com/teyitorg/status/1722630904496214180,https://teyit.org/analiz/karpuz-dilimi-filistin-bayragini-mi-sembolize-ediyor
fake,"İsrail Büyükelçisi konuşmaya başladı, diplomatlar salonu terk etti. Birleşmiş Milletler Güvenlik Konseyi toplantısında İsrail'in Gazze'deki saldırıları böyle protesto edildi.",https://x.com/trthaber/status/1750067830907666510,teyit.org
fake,"Bebekler ve çocuklar katledildi, çadır kentler hedef alındı, milyonlarca Filistinli göçe zorlandı… İsrail’in Gazze’de yaptığı katliam 250 gündür devam ediyor.",https://x.com/trthaber/status/1800822605706097057,teyit.org
fake,"CNN: İsrail, Gazze'de BM’ye ait okulu ABD yapımı bombalarla vurdu.",https://x.com/trthaber/status/1799028503029117408,teyit.org
fake,🔴İran devrim muhafızları askerlerinin botlarının altında İsrail bayrağı.,https://x.com/GndemAnalizi/status/1822965984644288619,teyit.org
fake,Teşekkürler Türkiye Cumhuriyeti Dışişleri Bakanlığı... Başkentimizi Kudüs olarak yazmış...,https://x.com/ShemaNews/status/1660724986858840084,teyit.org
fake,"Demir kubbeyi kevgire çeviren direniş israili füze manyağı yaptı. İsrail'in yıllarca övündüğü ve propagandasını yaptığı demir kubbe, , kağıt kubbeye dönüştü.",https://x.com/aforizmrus/status/1756063801290494335,teyit.org
fake,Netanyahu: Eğer Türkiye’de Coca-Cola alınmazsa bu bizim sonumuz olur,facebook,teyit.org
fake,"Alın görün şu uğrunda sürekli zırladığınız
#Filistin'lilerin zekâ seviyesini ....

Zavallı eşşeği #israil bayrağı ile sarıp sonra ateşe
verince İsrail'den öc aldıklarını zanneden
beyinsizler bunlar ..!",facebook,teyit.org
fake,Eşşeğe İsrail bayrağı çizip kurşuna dizen araplar ile aramızdaki farkı giderek kapatıyoruz :((,https://x.com/jashuatree/status/557611011742900224,teyit.org
fake,"Eşeğe İsrail bayrağı çizerek o masum hayvanı taşlayarak öldüren zihniyet ne
devlet kurabilir ne de millet olabilir.Her ulus hak ettiğini yaşar.",facebook,teyit.org
fake,"Burası İsrail. Bir İsrail Askeri,
Atatürk'ün Heykelini Muhabbetle
Öpüyor. Şimdi Soru Şu: Atatürk,
Türkiye'nin Baş Düşmanı Olan İsrail'e
Acaba Nasıl Büyük Bir İyilik Yapmış ki,
İsrail'liler Bunun Karşılığını Ödüyor?",Instagram,teyit.org
fake,"! Soru şu; Bir Yahudi bunu neden yapar ?

A ! Cevap ; Yahudiler sadece Asil gerçek Türkleri sever

! Kendine halen Türk'üm diyen Ar@p seviciler bunu asla anlayamaz.",x,teyit.org
fake,Allah'ın İmtiyazlı Milleti İsrail - Hakan Kırkulak,https://www.facebook.com/photo.php?fbid=649727438793209&id=642453376187282&set=a.649723778793575,teyit.org
fake,"Son Dakika !
İsrail Genelkurmay başkanlığı:
İsrail Ordusu Bünyesin'de
Türk Taburu Kuruldu.Türk Gençliği'ne
Sesleniyoruz .Gelin Birlikte Dünya'yı
Gericilerden Temizleyelim.",tiktok,teyit.org
fake,"İsrail Ordusunun Arapça Facebook sayfasında yaptığı paylaşım;

""Tıbbi malzeme ve sağlık personeli yetersizliği nedeniyle Gazze'deki
Baptist Hastanesi'nin bombalanmasına ve onlara merhametli bir ölüm
verilmesine karar verildi.""

Mesaj kısa süre sonra silindi ancak silinmede önce çok sayıda ekran
kopyası alındı.",x,teyit.org
fake,"Dünya
İsrail ordu sözcüsü Hecht: Hastanenin garajını bombaladık
ama hastaneye doğrudan isabet olmadı
İsrail Ordu Sözcüsü Yarbay Richard Hecht, Gazze'de bombaladıkları ve en az 500 kişinin öldüğü
saldırıyla ilgili, ""''Hastanenin garajını bombaladık ama hastaneye doğrudan isabet olmadı."" açıklamasını
yaptı.",web,teyit.org
fake,"savunmatrcom İsrail Hava
Kuvvetleri'ne ait F-16 savaş
uçaklarının ülkenin güneyindeki
Negev bölgesinde çekiciler ile
otoyolda taşındığı görüntülendi.",Instagram,teyit.org
fake,"Netanyahu, 2018 yılında BM genel kurulunda
bugün #Beirut patlamasının yaşandığı
bölgede güdümlü füzeler üreten tesisler
olduğunu iddia etmiş ve buna izin
vermeyeceklerini söylemişti.

#Beirut
#Beyrut",x,teyit.org
fake,"İsrail filistin için üretmiş bu ağrı kesiciyi 5 gün
bütün ağrıyı durduruyor ancak 6.gün o kişi ölüyor.
Değişik ülkelerde yanlışlıkla kullanıldı test edildi.
Herkese uyarı yapın. Allah rızası için",facebook,teyit.org
fake,"İŞTE İSRAIL ASKERİ ...
ÖLÜMDEN KORKUYOR ...
İSRAİL'LİYE ÖLÜM HERŞEYİN BİTMESİ DEMEK ...

FİLİSTİN'Lİ İSE ŞEHİT OLUP EBEDİ HAYATI KURTARMAK İSTİYOR ...",x,teyit.org
fake,"Kuzey Kore lideri Kim jong Un;

“Müslümanları anlamıyorum kutsal olarak gördükleri Kudüs'ü, İsrail işgal ediyor ve Müslüman yöneticiler sadece kınayıp bekliyorlar eğer biz olsaydık bütün nükleer füze denemelerimizi İsrail'in üzerinde denerdik.”",https://x.com/metropolmedya_/status/1714625050748326204,teyit.org
fake,"İsrail askerlerinin çektiği tiktok videoları, sosyal medyada tartışma
konusu oldu",x,teyit.org
fake,"İsrail'in katliamlarına karşı duran binlerce
yahudi Abd'de yolları kapatarak Israil ve
ABD'yi protesto etti!
#AIQuds",x,https://teyit.org/analiz/fotograflar-israilin-son-saldirilarini-protesto-eden-yahudileri-mi-gosteriyor
fake,"Köprünün üstü lanet, köprünün altı
ticaret.

#2024 yılı Türkiye'sinin özeti.",tiktok,https://teyit.org/analiz/fotograf-filistine-destek-yuruyusu-sirasinda-israile-giden-gemileri-mi-gosteriyor
fake,"İsrail tankları Gazze'de çukura batmış durumda, arızalı Merkava tanklarını
almaya gelen tır El-Kassam Tugaylarının şefkatli kollarında paramparça
edilmis.",x,https://teyit.org/analiz/video-gazzede-etkisiz-hale-getirilen-israil-tanklarini-mi-gosteriyor
fake,EL KASSAM TUGAYI! İSRAİL KONVOYUNU HAVAYA UÇURDU!,tiktok,https://teyit.org/analiz/videonun-el-kassam-tugaylarinin-saldirdigi-israil-konvoyunu-gosterdigi-iddiasi
fake,Lütfen İsrail barkod a dikkat edin,Instagram,https://teyit.org/analiz/israil-boykottan-kacmak-icin-barkod-numarasini-mi-degistirdi
fake,"""Mehmetçik Gazze'ye !... ""9

An itibariyle İstanbul İsrail Konsolosluğu önü ...

Madem bu kadar duyarlısınız. s
Kendiniz gidin.
Cihad ve şehadet sizi bekliyor ..
Sayın siyasal islamcı ve arap seviciler ...

#sadeceTürk",x,https://teyit.org/analiz/mehmetcik-gazzeye-sloganlarinin-atildigi-videonun-guncel-oldugu-iddiasi
fake,"İsrail askerine üniforma üreten İsrail firmasının ürettiği üniformayla poz
veren HTŞ lideri ...",x,https://teyit.org/analiz/hts-lideri-muhammed-colaninin-gomlegi-israil-uretimi-bir-markaya-mi-ait
fake,"İsrail böyle güzel ...
Rıdvan birliklerine destek grubu olarak 40 kişi daha İsrailin içerisini sızdı.
İsrailde caddeler sokaklar böyle.",x,https://teyit.org/analiz/video-ridvan-gucunun-israilde-cikardigi-bir-yangini-mi-gosteriyor
fake,İsrail 'deki Nevatim Hava üssünün tamamen yıkıldığı iddia ediliyor.,https://x.com/SerpilOzkan99/status/1841200310938648813,https://teyit.org/analiz/video-israildeki-hava-ussune-yapilan-saldiriyi-mi-gosteriyor
fake,"İsrail toplumunun %47'si esirlere toplu tecavüz yapılabilir diyor.

What a sick society!",x,https://teyit.org/analiz/israilde-esirlere-tecavuzun-onaylandigini-gosteren-bir-anket-yayinlandigi-iddiasi
fake,"İşte bu kadar ,
Size hiç bir yerde rahat yok.
O masum çocukların âhı yerde kalmayacak.

#Paris2024",x,https://teyit.org/analiz/israil-bayragini-indiren-protestocu-videosu-paris-olimpiyatlarinda-mi-kaydedildi
fake,"Müslümanlar ayaklanmıyor
sesiz kalıyor Fakat Allah mazlumlara yapılan vahşeti affetmez
başlarına taş yağdıracak",tiktok,https://teyit.org/analiz/yerde-yariklarin-goruldugu-videonun-israilden-oldugu-iddiasi
fake,"İsrail militanlarını hortum vuruyor.
Subhanallah.

ilkin aydın diyanet #Ebu_Ubeyde #FreePalestine",x,https://teyit.org/analiz/israil-askerlerinin-hortuma-yakalandigini-gosteren-goruntuler-guncel-mi
fake,"Obama; İs.aıl'i uyardı
kara hareketi geri
tepebilir sakın
Türkiye'ye bulaşmayın
onlar hepinizi
ortadoğu'ya gömer
dedi ...",tiktok,https://teyit.org/analiz/obamanin-israili-kara-harekatiyla-ilgili-uyararak-turkiyeye-bulasmayin-dedigi-iddiasi
fake,"Hamas, içinde Türklerin de bulunduğu Tel-Aviv'deki Ben Gurion
Havalimanı'na füze saldırısı düzenledi.",facebook,https://teyit.org/analiz/fotografin-guncel-israil-filistin-catismasindan-oldugu-iddiasi
fake,"İsrail'in Gazze Şeridi'ne düzenlediği saldırıları protesto eden bir grup
Yahudi İsrail bayrağı yaktı",x,https://teyit.org/analiz/goruntulerin-israilin-gazze-seridine-duzenledigi-saldiriyi-protesto-eden-yahudi-bir-grubu-gosterdigi-iddiasi
fake,"Kassam Tugayları'nın diktiği bayrağı yerinden
söken #İsrael askerleri özgürleştirildi.",x,https://teyit.org/analiz/filistin-bayragini-soken-israil-askeri-goruntusu-guncel-mi
fake,İsrail polisine bıçakla saldıran Filistinli çocuklar.,x,https://teyit.org/analiz/filistinli-cocuklarin-israil-askerlerine-saldirdigi-videonun-guncel-oldugu-iddiasi
fake,"Kudüs'teki İsrail karşıtı mitinge 1.000.000'den
fazla Yahudi katıldı. Siyonist Devleti ve katil
ordusunu protesto etmek için milyonlarca
Yahudi: ""Bir orduya ihtiyacım yok, bir devlete
ihtiyacım yok. İsrail bir Yahudi devleti değil.
Siyonizm ve İsrail Yahudileri temsil etmiyor""",x,https://teyit.org/analiz/videonun-2019-yilinda-kuduste-gerceklesen-israil-karsiti-mitingi-gosterdigi-iddiasi
fake,İdlib'in bir yerinde,x,https://teyit.org/analiz/israil-ve-suriye-bayragini-yan-yana-gosteren-fotograf-gercek-mi
fake,"İsrailin başkenti bereketli şehir.
Telavive sürekli Kuzeyden ,Doğudan bu akşamda güneyde Yemenden
misafir geldi ...",x,https://teyit.org/analiz/video-israildeki-guncel-catismalar-sirasinda-mi-kaydedildi
fake,Istanbuldaki israil konsoloslugu ateşe verildi,x,https://teyit.org/analiz/israil-baskonsoloslugunda-ates-yakildigini-gosteren-video-guncel-mi
fake,"İrlandalı oyunculardan İsrail marşına tepki

İrlandalı U-17 kadın futbol takımı oyuncuları, Euro 2024 elemeleri öncesinde İsrail milli marşı
çalarken İsrail'in Gazze'deki askeri harekâtını protesto etmek için geri dönüyor",web,https://teyit.org/analiz/fotografin-irlandali-futbolcularin-israil-milli-marsini-protesto-ettigi-ani-gosterdigi-iddiasi
fake,"Fransız çiftçiler,
işgalci İsrail güçlerine ücretsiz ürün
veren McDonald's'ın bir işletmesini bu
hâle getirdi:

Sivil güç Boykot",instagram,https://teyit.org/analiz/goruntuler-israile-karsi-yapilan-mcdonalds-protestosunu-mu-gosteriyor
fake,El Kassam Tugayları Gazzeye giden işgalci güçlerine ait birçok tankı imha etti Elhamdulillah,facebook,https://teyit.org/analiz/hamas-tarafindan-imha-edilen-israil-tanklarini-gosteren-video-gercek-mi
fake,"SON DAKİKA: İsrail Büyükelçisi BM Genel Kurulu'ndan kovuldu. !

!

Suudi Arabistan #Elkassamtugayları Arif Sağ #sigara #borsa Evlilikte
Yaşa Takılanlar Türk Hava Yolları #SiyonistVahşet Dilan Polat ABD
Merkez Bankası Ulan Alevi Saadet Özgür Özel Kılıçdaroğlu İmamoğlu
Erdoğan",x,https://teyit.org/analiz/israil-buyukelcisi-bm-genel-kurulundan-guncel-catismalar-yuzunden-mi-kovuldu
fake,hedef israil hadi hayirlisi dualarınızı eksik etmeyin,tiktok,https://teyit.org/analiz/video-israile-giden-bir-nakliye-aracini-mi-gosteriyor
fake,"📌#KassamTugayları siyonist işgal tankını böyle imha etti.
Allahu Ekber
LA GALİBA İLLALLAH
#AksaTufanı Kuzey Kore dBatı Şeria Başkenti Kudüs #FilistinDireniyor
#طوفان_الأقصى #طوفان_القدس #HamasTerrorists
#hamasattack #FreePalastine #vahset",https://x.com/ikbldrs/status/1711047644598911270,https://teyit.org/analiz/video-israil-tankinin-imha-oldugu-anlari-mi-gosteriyor
fake,"Netanyahu dan çok önemli Son dakika Türkiye açıklaması :

v ""2 milyar dolar $ karşılığı 1 milyon Filistinli nin Türk vatandaşı olması,
Türkiye de yaşaması konusunda Erdoğan'la anlaştık.""

Umarım yalan söylüyordur
/ korktuğumuz başımıza mı geliyor? @umitozdag @eczozgurozel",x,https://teyit.org/analiz/netanyahu-filistinlilerin-turk-vatandasi-olmasi-konusunda-erdogan-ile-anlastik-dedi-mi
fake,İsrail'in başkenti Tel Aviv'de büyük patlama meydana geldi,Darkwebhaber twitter,https://teyit.org/analiz/fotograf-tel-avivde-meydana-geldigi-iddia-edilen-patlamadan-mi
fake,Görüntülerin Lübdan'da bir yerde çekildiğini iddia ediyorlar...,twitter,https://teyit.org/analiz/video-israilin-saldirisi-sonrasinda-lubnandaki-patlamayi-mi-gosteriyor
fake,"İSRAİL MEZALİMİNİ GÖSTEREN BU VİDEOYU İKİ KEZ PAYLASTIM, FACEBOOK DERHAL SİLDİ.
HİTLER'E HAK VERECEĞİM HİÇ AKLIMA GELMEZDİ. ZALİMDEN YANA DEĞİLSEK BU ZULM
VİDEOSUNU TÜM DOSTLARIMIZA GÖNDERELİM ARKADAŞLAR.",facebook,https://teyit.org/analiz/video-israil-askerlerinin-filistinlileri-toplu-infazini-mi-gosteriyor
fake,"Alın bir skandal daha

Burası Dinsiz ülke olan Azerbeycan .!!!

Azerbeycan Türkiye kardeşi değildir. Siyonist çete İsrail dostudur.",x,https://teyit.org/analiz/israil-bayraklarinin-goruldugu-video-azerbaycanda-mi-cekildi
fake,"Sondakika
El kassam tugayları çocukların intikamını sözde askerlerden alıyor
yüzlerce telef

Paylasalım sözde ordu darmadağın oluyor
#EbuUbeyde",x,https://teyit.org/analiz/oldurulen-israil-askerlerini-gosteren-fotograf-gercek-mi
fake,Yemen'li Husilerin Kızıldenizde İsrail Gemisini Ele Geçirme Anı.,https://x.com/Abdurrazzakildi/status/1726338209162936455,https://teyit.org/analiz/goruntulerin-kacirilan-israil-gemisinin-ele-gecirilme-anini-gosterdigi-iddiasi
fake,İsrail sular altında,x,https://teyit.org/analiz/video-israilin-su-altinda-kalmis-tanklarini-mi-gosteriyor
fake,"İşgalci İsrailin rütbeli itleri
Hamasın yer altı geçitlerinde incelemelerde bulundu,
mimariye hayran kalan it sürüleri ...

Şaka lan şaka
Hamas bunları da
rehine koleksiyonuna eklemiş",x,https://teyit.org/analiz/fotograf-hamasin-yeralti-tunellerinde-rehin-aldigi-israil-askerlerini-mi-gosteriyor
fake,"Bahreyn'de halk, İsrail büyük elçilik binasını ateşe veriyor",x,https://teyit.org/analiz/videonun-bahreyndeki-israil-buyukelcilik-binasinin-yakildigini-gosterdigi-iddiasi
fake,İzleyince ürperen sadece ben miyim?,https://x.com/Onlyseaa,https://teyit.org/analiz/israilin-namaz-kilan-filistinlilere-kopek-saldirttigi-iddiasi
fake,"Utancın resmi Birleşik Arap Emirlikleri, Abudabi",facebook,https://teyit.org/analiz/abu-dabide-bir-binaya-israil-bayragi-yansitildigi-iddiasi
fake,"İsrail'de Covid-19 aşısını alan 75 yaşındaki bir kişi aşıdan 2
saat sonra kalp krizi geçirerek hayatını kaybetti.",web,https://teyit.org/analiz/israilde-bir-kisinin-asii-nedeniyle-hayatini-kaybettigi-iddiasi
fake,"Mısır'ın, Nobel Edebiyat ödüllü yazarı
Edward Said, İsrail tarafına doğru taş
fırlatıyor. Edward Said, bunu soranlara:
Çocuğum bir gün bana 'baba savaşta
ne yaptın' diye sorarsa ona, alçaklığa,
haksızlığa taş attım diyeceğim.",facebook,https://teyit.org/analiz/edward-said-israil-askerlerine-tas-atmiyor
fake,"Cesurun bakışı, korkağın kılıcından keskindir. #AksadaBaskınVar",https://x.com/ulanburki,https://teyit.org/analiz/fotografin-israil-tarafindan-mescid-i-aksaya-yapilan-baskin-sonrasi-cekildigi-iddiasi
fake,"Netanyahu; ""Erdoğan'ın Şakası Yok"" Reisten nasıl korktuğunu İtiraf Etti ... ErdoğanBizi Dövecek",facebook,https://teyit.org/analiz/israil-basbakani-netanyahunun-erdogandan-korktugunu-itiraf-ettigi-iddiasi
fake,Can Azerbaycan’a gönülden teşekkürler,https://x.com/hayeytan/status/1396011448992665601,https://teyit.org/analiz/fotografin-azerbaycanin-israile-destegini-gosterdigi-iddiasi
fake,"Halkının % 85'ini aşılayan İsrail'de vaka
patlaması artarak devam ediyor.
İsrail hükümetinin yapmış olduğu resmî
açıklamaya göre vakaların % 51'ini aşı
olanlar oluşturuyor.
Ayrıca ""aşı olan ağır geçirmiyor"" miti de
çöktü. Zira İsrail'de ağır geçirenler de
yine yarı yarıya ...",instagram,https://teyit.org/analiz/delta-varyanti-nedeniyle-israilde-asinin-agir-vakalari-onleyemedigi-iddiasi
fake,"İsrail'i protesto etmek isteyen bir grup
Yozgatlı, itfaiyenin gelmesiyle yanmaktan
son anda kurtuldular.",x,https://teyit.org/analiz/israil-bayragini-yakarken-alev-alan-kisiye-ait-goruntunun-yozgatta-kaydedildigi-iddiasi
fake,"🔴 Hamas, Binbaşı rütbesindeki bir İsrail askerini esir aldığını duyurdu.",https://x.com/ConflictTR/status/1711783717977358368,https://teyit.org/analiz/fotograf-hamasin-esir-aldigi-israilli-binbasini-mi-gosteriyor
fake,İsrail Hamas hedeflerini vurmaya başladı.,https://x.com/bosunatiklama/status/1710570474416005376,https://teyit.org/analiz/israilin-hamas-hedeflerini-vurdugunu-gosterdigi-iddia-edilen-video-guncel-mi
